Tipo,Precisión,Recall,F1-score,Support
KCHI,0.771019725489155,0.8936274962306533,0.8278083402217599,32499
OCH,0.0,0.0,0.0,995
FEM,0.6967834460151608,0.7987050021806958,0.7442711101384938,29807
MAL,0.46169261600123324,0.5074550999661132,0.48349342158366293,5902
SIL,0.9666660074361205,0.8634099379979155,0.9121250291579193,113222
SPEECH,0.803922811644183,0.9495193027643835,0.8706762787504291,66778
Average_con_SIL,0.6166807677643088,0.6687861398566269,0.6397290299753774,249203
Average_sin_SIL,0.5466837198299463,0.629861380228369,0.5852498301388691,135981
Macro_F1_Lavechin,0.5466837198299463,0.629861380228369,0.5852498301388691,135981
