169,labname,homebank_id,aclew_id,child_level_id,sharing_environment,lab_internal_subject_id,age_mo_round,age,age_exact,child_sex,language,lang_percent,corpus_narrow,corpus,std_mat_ed,mat_ed,fat_ed,std_length_of_recording,length_of_recording,household_size,premature,region,ses_details,,,
805,BER,,3739,19,N,19_16,16,16m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,700,700.2,3,N,"Rochester, NY, USA",NA,,,
806,BER,,3340,20,N,20_16,16,16m;6d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
807,BER,,5240,21,N,21_16,16,16m;12d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,691,690.6,3,N,"Rochester, NY, USA",NA,,,
808,BER,,2197,22,N,22_16,16,16m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,733,733.2,3,N,"Rochester, NY, USA",NA,,,
809,BER,,3526,23,N,23_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
810,BER,,4626,25,N,25_16,16,15m;26d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,739,739.2,3,N,"Rochester, NY, USA",NA,,,
811,BER,,293,26,N,26_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
812,BER,,1345,27,N,27_16,16,16m;3d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
813,BER,,4704,28,N,28_16,16,16m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,667,666.6,3,N,"Rochester, NY, USA",NA,,,
814,BER,,1145,29,N,29_16,16,16m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,735,735,3,N,"Rochester, NY, USA",NA,,,
815,BER,,2330,30,N,30_16,16,16m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
816,BER,,9241,31,N,31_16,16,16m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
817,BER,,6835,32,N,32_16,16,16m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
818,BER,,4636,33,N,33_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,571,571.2,3,N,"Rochester, NY, USA",NA,,,
819,BER,,65,34,N,34_16,16,15m;28d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,495,495,3,N,"Rochester, NY, USA",NA,,,
820,BER,,563,35,N,35_16,16,16m;1d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,789,789,3,N,"Rochester, NY, USA",NA,,,
821,BER,,2074,36,N,36_16,16,16m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,729,729,6,N,"Rochester, NY, USA",NA,,,
822,BER,,4897,37,N,37_16,16,16m;1d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
823,BER,,4168,38,N,38_16,16,16m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,801,801,4,N,"Rochester, NY, USA",NA,,,
824,BER,,9701,39,N,39_16,16,16m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,713,713.4,5,N,"Rochester, NY, USA",NA,,,
825,BER,,576,40,N,40_16,16,16m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
826,BER,,2024,41,42,41_16,16,16m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
827,BER,,6801,42,41,42_16,16,16m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
828,BER,,8,43,N,43_16,16,16m;4d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,764,764.4,3,N,"Rochester, NY, USA",NA,,,
829,BER,,5267,44,N,44_16,16,16m;2d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,622,622.2,6,N,"Rochester, NY, USA",NA,,,
830,BER,,1306,45,N,45_16,16,16m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,681,681,5,N,"Rochester, NY, USA",NA,,,
831,BER,,1330,46,N,46_16,16,16m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,659,658.8,3,N,"Rochester, NY, USA",NA,,,
832,BER,,9306,2,N,02_17,17,17m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
833,BER,,256,3,N,03_17,17,17m;3d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
834,BER,,6112,4,N,04_17,17,16m;30d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,697,697.2,7,N,"Rochester, NY, USA",NA,,,
835,BER,,9685,6,N,06_17,17,17m;12d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,875,874.8,4,N,"Rochester, NY, USA",NA,,,
836,BER,,6937,7,N,07_17,17,17m;6d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,750,750,3,N,"Rochester, NY, USA",NA,,,
837,BER,,7870,8,N,08_17,17,17m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
838,BER,,7758,9,N,09_17,17,17m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,665,665.3,3,N,"Rochester, NY, USA",NA,,,
839,BER,,4473,10,N,10_17,17,17m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
840,BER,,7392,11,N,11_17,17,17m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,696,695.8,3,N,"Rochester, NY, USA",NA,,,
841,BER,,284,12,N,12_17,17,17m;10d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
842,BER,,4703,13,N,13_17,17,17m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
843,BER,,1698,14,N,14_17,17,17m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
844,BER,,8147,15,N,15_17,17,17m;11d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
845,BER,,9692,16,N,16_17,17,17m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
846,BER,,5109,17,N,17_17,17,17m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
847,BER,,7011,18,N,18_17,17,17m;9d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,626,626.4,4,N,"Rochester, NY, USA",NA,,,
848,BER,,993,19,N,19_17,17,17m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,666,666,3,N,"Rochester, NY, USA",NA,,,
849,BER,,9779,20,N,20_17,17,17m;1d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
850,BER,,527,21,N,21_17,17,17m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,620,619.8,3,N,"Rochester, NY, USA",NA,,,
851,BER,,7549,22,N,22_17,17,17m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,714,714,3,N,"Rochester, NY, USA",NA,,,
852,BER,,6604,23,N,23_17,17,17m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
853,BER,,6971,25,N,25_17,17,17m;0d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,632,632.4,3,N,"Rochester, NY, USA",NA,,,
854,BER,,1800,26,N,26_17,17,17m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
855,BER,,956,27,N,27_17,17,17m;2d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
856,BER,,4675,28,N,28_17,17,17m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
857,BER,,397,29,N,29_17,17,17m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,644,643.8,3,N,"Rochester, NY, USA",NA,,,
858,BER,,176,30,N,30_17,17,17m;11d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
859,BER,,5315,31,N,31_17,17,17m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
860,BER,,3994,32,N,32_17,17,17m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
861,BER,,6315,33,N,33_17,17,17m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,784,784.2,3,N,"Rochester, NY, USA",NA,,,
862,BER,,9645,34,N,34_17,17,17m;8d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,511,511.2,3,N,"Rochester, NY, USA",NA,,,
863,BER,,5187,35,N,35_17,17,17m;4d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,727,726.6,3,N,"Rochester, NY, USA",NA,,,
864,BER,,4534,36,N,36_17,17,17m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,719,718.8,6,N,"Rochester, NY, USA",NA,,,
865,BER,,2410,37,N,37_17,17,17m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
866,BER,,8991,38,N,38_17,17,17m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,840,840,4,N,"Rochester, NY, USA",NA,,,
867,BER,,1899,39,N,39_17,17,17m;3d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,586,585.6,5,N,"Rochester, NY, USA",NA,,,
868,BER,,4839,40,N,40_17,17,17m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,868,867.6,5,N,"Rochester, NY, USA",NA,,,
869,BER,,5605,41,42,41_17,17,17m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
870,BER,,2489,42,41,42_17,17,17m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
871,BER,,3489,43,N,43_17,17,17m;1d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,788,787.8,3,N,"Rochester, NY, USA",NA,,,
872,BER,,8104,44,N,44_17,17,17m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,560,560.4,6,N,"Rochester, NY, USA",NA,,,
873,BER,,6411,45,N,45_17,17,17m;0d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,566,566.4,5,N,"Rochester, NY, USA",NA,,,
874,BER,,4841,46,N,46_17,17,17m;1d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,681,681,3,N,"Rochester, NY, USA",NA,,,
875,BER,,9866,1,N,01_17,18,17m;16d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
876,WAR,0204_000314,7928,204,N,204,3,3m;14d,Y,M,English,100,Warlaumont,Warlaumont,sc,SC,SC,960,960,,N,"Central Valley, California","Total household annual income $70,000–$79,999. Biological mother has Associate degree. Grandma has Bachelor's degree. Biological father has Associate Degree.",,,
877,WAR,0204_000609,1988,204,N,204,6,6m;9d,Y,M,English,100,Warlaumont,Warlaumont,sc,SC,SC,960,960,,N,"Central Valley, California","Total household annual income $70,000–$79,999. Biological mother has Associate degree. Grandma has Bachelor's degree. Biological father has Associate Degree.",,,
878,WAR,0274_000221,8684,274,N,274,3,2m;21d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,SC,600,600.2,,N,"Central Valley, California","Total household annual income $80,000–$89,999. Grandparent has Associate Degree. Biological mother has Bachelor's degree. Biological father has Associate Degree.",,,
879,WAR,0274_000605,7734,274,N,274,6,6m;5d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,SC,631,631.1,,N,"Central Valley, California","Total household annual income $80,000–$89,999. Grandparent has Associate Degree. Biological mother has Bachelor's degree. Biological father has Associate Degree.",,,
880,WAR,0274_000911,8010,274,N,274,9,9m;11d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,SC,607,606.8,,N,"Central Valley, California","Total household annual income $80,000–$89,999. Grandparent has Associate Degree. Biological mother has Bachelor's degree. Biological father has Associate Degree.",,,
881,WAR,0300_000310,3833,300,N,300,3,3m;10d,Y,F,English,100,Warlaumont,Warlaumont,hs,HS,HS,700,699.7,,N,"Central Valley, California","Total household annual income $20,000-$29,999. Mother education: High School Graduate/GED. Father education: High School Graduage/GED.",,,
882,WAR,0300_000607,3528,300,N,300,6,6m;6d,Y,F,English,100,Warlaumont,Warlaumont,hs,HS,HS,960,960,,N,"Central Valley, California","Total household annual income $20,000-$29,999. Mother education: High School Graduate/GED. Father education: High School Graduage/GED.",,,
883,WAR,0340_000301,9755,340,N,340,3,3m;1d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,NA,687,687,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Bachelor's degree",,,
884,WAR,0340_000601,4878,340,N,340,6,6m;1d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,NA,614,614.1,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Bachelor's degree",,,
885,WAR,0340_000908,453,340,N,340,9,9m;8d,Y,F,English,100,Warlaumont,Warlaumont,cd,BA,NA,614,613.5,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Bachelor's degree",,,
886,WAR,0530_000304,3090,530,N,530,3,3m;4d,Y,F,English_Spanish,"mostly spanish, eng 6hr/day",Warlaumont,Warlaumont,hs,HS,HS,945,945,,N,"Central Valley, California","Total household annual income $20,000–$29,999. Biological father is high school graduate or has GED. Biological mother is high school graduate or has GED.",,,
887,WAR,0530_000614,2337,530,N,530,6,6m;14d,Y,F,English_Spanish,"mostly spanish, eng 6hr/day",Warlaumont,Warlaumont,hs,HS,HS,861,860.9,,N,"Central Valley, California","Total household annual income $20,000–$29,999. Biological father is high school graduate or has GED. Biological mother is high school graduate or has GED.",,,
888,WAR,0530_000916,7372,530,N,530,10,9m;16d,Y,F,English_Spanish,"mostly spanish, eng 6hr/day",Warlaumont,Warlaumont,hs,HS,HS,707,706.8,,N,"Central Valley, California","Total household annual income $20,000–$29,999. Biological father is high school graduate or has GED. Biological mother is high school graduate or has GED.",,,
889,WAR,0530_010612,8554,530,N,530,18,18m;12d,Y,F,English_Spanish,"mostly spanish, eng 6hr/day",Warlaumont,Warlaumont,hs,HS,HS,720,720.3,,N,"Central Valley, California","Total household annual income $20,000–$29,999. Biological father is high school graduate or has GED. Biological mother is high school graduate or has GED.",,,
890,WAR,0583_000305,7282,583,N,583,3,3m;5d,Y,F,English_German,85_15,Warlaumont,Warlaumont,sc,SC,AD,647,647,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological mother has Some College. Biological Father has Doctorate Degree.",,,
891,WAR,0583_000605,8525,583,N,583,6,6m;5d,Y,F,English_German,85_15,Warlaumont,Warlaumont,sc,SC,AD,610,610,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological mother has Some College. Biological Father has Doctorate Degree.",,,
892,WAR,0583_000904,4995,583,N,583,9,9m;4d,Y,F,English_German,85_15,Warlaumont,Warlaumont,sc,SC,AD,612,611.6,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological mother has Some College. Biological Father has Doctorate Degree.",,,
893,WAR,0623_000312,3174,623,N,623,3,3m;12d,Y,M,English_Spanish,1hr/day spanish,Warlaumont,Warlaumont,sc,SC,SC,630,630.2,,N,"Central Valley, California","Total household income: Less than $20,000. Biological mother's education: Some College. Biological father's education: Some College.",,,
894,WAR,0651_000310,2974,651,N,651,3,3m;10d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,765,764.9,,N,"Central Valley, California","Total household income: Greater than $100,000. Biological mother's education: Master's Degree. Biological father's education: Doctorate Degree.",,,
895,WAR,0651_000602,5940,651,N,651,6,6m;2d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,612,611.7,,N,"Central Valley, California","Total household income: Greater than $100,000. Biological mother's education: Master's Degree. Biological father's education: Doctorate Degree.",,,
896,WAR,0651_000908,5959,651,N,651,9,9m;8d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,960,960,,N,"Central Valley, California","Total household income: Greater than $100,000. Biological mother's education: Master's Degree. Biological father's education: Doctorate Degree.",,,
897,WAR,0747_000302,2535,747,N,747,3,3m;2d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,785,784.9,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Doctorate degree. Biological Father has Doctorate degree.",,,
898,WAR,0747_000602,5243,747,N,747,6,6m;2d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,809,808.6,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Doctorate degree. Biological Father has Doctorate degree.",,,
899,WAR,0747_000901,4707,747,N,747,9,9m;1d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,718,717.8,,N,"Central Valley, California","Total household annual income Greater than $100,000. Biological Mother has Doctorate degree. Biological Father has Doctorate degree.",,,
900,WAR,0804_000309,5792,804,N,804,3,3m;9d,Y,M,English,100,Warlaumont,Warlaumont,sc,SC,BA,703,702.9,,N,"Central Valley, California","Total household annual income: $30,000-$39,000. Biological mother has Some College. Biological father has Bachelor's degree.",,,
901,WAR,0833_000307,602,833,N,833,3,3m;7d,Y,F,English,100,Warlaumont,Warlaumont,ad,AD,AD,681,681.2,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological father has Doctorate Degree. Biological mother has Master's Degree.",,,
902,WAR,0833_000613,9398,833,N,833,6,6m;13d,Y,F,English,100,Warlaumont,Warlaumont,ad,AD,AD,615,614.7,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological father has Doctorate Degree. Biological mother has Master's Degree.",,,
903,WAR,0848_000307,5481,848,N,848,3,3m;7d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,754,753.8,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological father has Doctorate Degree. Biological mother has Master's Degree.",,,
904,WAR,0848_000600,6958,848,N,848,6,6m;0d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,711,710.8,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological father has Doctorate Degree. Biological mother has Master's Degree.",,,
905,WAR,0848_000907,1130,848,N,848,9,9m;7d,Y,M,English,100,Warlaumont,Warlaumont,ad,AD,AD,674,674.2,,N,"Central Valley, California","Total household annual income: Greater than $100,000. Biological father has Doctorate Degree. Biological mother has Master's Degree.",,,
906,WAR,0857_000301,676,857,N,857,3,3m;1d,Y,M,Spanish,some sahaptin & english,Warlaumont,Warlaumont,bhs,BHD,BHD,960,960,,N,"Central Valley, California","Both parents have some high school. Totaly household income is less than $20,000.",,,
907,WAR,0857_000530,5613,857,N,857,6,5m;30d,Y,M,Spanish,some sahaptin & english,Warlaumont,Warlaumont,bhs,BHD,BHD,960,960,,N,"Central Valley, California","Both parents have some high school. Totaly household income is less than $20,000.",,,
908,WAR,0857_000908,8743,857,N,857,9,9m;8d,Y,M,Spanish,some sahaptin & english,Warlaumont,Warlaumont,bhs,BHD,BHD,783,783.3,,N,"Central Valley, California","Both parents have some high school. Totaly household income is less than $20,000.",,,
909,WAR,0955_000301,5835,955,N,955,3,3m;1d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,BA,731,730.8,,N,"Central Valley, California","Total household annual income: $30,000-$39,000. Biological mother's education: Bachelor's Degree. Biological father's education: Bachelor's degree. Grandparent's education: Some College.",,,
910,WAR,0955_000609,5501,955,N,955,6,6m;9d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,BA,631,631,,N,"Central Valley, California","Total household annual income: $30,000-$39,000. Biological mother's education: Bachelor's Degree. Biological father's education: Bachelor's degree. Grandparent's education: Some College.",,,
911,WAR,0955_000902,8602,955,N,955,9,9m;2d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,BA,748,748,,N,"Central Valley, California","Total household annual income: $30,000-$39,000. Biological mother's education: Bachelor's Degree. Biological father's education: Bachelor's degree. Grandparent's education: Some College.",,,
912,WAR,0973_000304,4552,973,N,973,3,3m;4d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,military_training,951,951.4,,N,"Central Valley, California",Biological mother has Bachelor's degree. Biological father has Military training.,,,
913,WAR,0973_000604,9769,973,N,973,6,6m;4d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,military_training,639,639,,N,"Central Valley, California",Biological mother has Bachelor's degree. Biological father has Military training.,,,
914,WAR,0973_000911,9427,973,N,973,9,9m;11d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,military_training,960,960,,N,"Central Valley, California",Biological mother has Bachelor's degree. Biological father has Military training.,,,
915,WAR,0973_010603,7975,973,N,973,18,18m;3d,Y,M,English,100,Warlaumont,Warlaumont,cd,BA,military_training,701,701.4,,N,"Central Valley, California",Biological mother has Bachelor's degree. Biological father has Military training.,,,
916,CAS,NA,8427,P-F07-C01,,P-F07-C01,2,02m;14d,Y,F,Yélî Dnye,100,Casillas,Casillas,bhs,secondary,none,512,512,8,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
917,CAS,NA,3729,P-F32-C01,,P-F32-C01,4,03m;19d,Y,M,Yélî Dnye,100,Casillas,Casillas,bhs,primary,primary,555,555,8,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
918,CAS,NA,9732,P-F28-C01,,P-F28-C01,4,04m;13d,Y,M,Yélî Dnye,100,Casillas,Casillas,hs,preparatory,secondary,506,506,4,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
919,CAS,NA,1143,P-F42-C01,,P-F42-C01,8,07m;18d,Y,M,Yélî Dnye,100,Casillas,Casillas,bhs,secondary,primary,464,464,4,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
920,CAS,NA,8018,P-F34-C01,,P-F34-C01,9,09m;03d,Y,F,Yélî Dnye,100,Casillas,Casillas,bhs,secondary,secondary,480,480,4,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
921,CAS,NA,2977,P-F23-C01,,P-F23-C01,13,12m;29d,Y,F,Yélî Dnye,100,Casillas,Casillas,bhs,primary,primary,430,430,8,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
922,CAS,NA,6934,P-F10-C01,,P-F10-C01,17,17m;02d,Y,M,Yélî Dnye,100,Casillas,Casillas,bhs,secondary,secondary,464,464,11,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
923,CAS,NA,4569,P-F11-C01,,P-F11-C01,20,20m;02d,Y,F,Yélî Dnye,100,Casillas,Casillas,bhs,primary,secondary,473,473,8,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
924,CAS,NA,3956,P-F31-C01,,P-F31-C01,29,28m;21d,Y,F,Yélî Dnye,100,Casillas,Casillas,bhs,secondary,secondary,486,486,3,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
925,CAS,NA,5019,P-F13-C01,,P-F13-C01,36,35m;29d,Y,M,Yélî Dnye,100,Casillas,Casillas,bhs,primary,primary,512,512,7,U,"Rossel Island, Milne Bay Province, PNG",NA,,,
